1	Ninjas'R'Us	Ninjas'R'Us	Binger welcome back to field work!	It's been a while so I'll go over the basics in case you forgot.	In the Top-Left of your HUD, you'll see your health and hunger bars.	Remember if your hunger drops to zero, your health will start to decay.	Luckily, this building has a lot of food everywhere.	Looks like the elevator has no power. You need to find a way to turn it on.	The door to your right looks like it’s locked. You’ll need to find a key. Try the room on your left.
20	Ninjaroth	Tadashi	I don’t understand, Binger. All you had to do was kill Ninjaroth and Ninjas R Us was yours. Think about it, the money, the glory, all of it could have been yours.						
20	Ninjaroth	Binger	I don’t need money… or fame… not everyone is as materialistic as you, Tadashi! All I need is some noodles.						
20	Ninjaroth	Binger	And some sushi… and a few rice balls, some sashimi, some Kobe beef… Possibly a bigger uniform… what were we talking about?						
20	Ninjaroth	Tadashi	I was telling you what a mistake it was to listen to Ninjaroth and tha-						
20	Ninjaroth	Binger	Sorry, were these your noodles? I just found them on the ground there…						
20	Tadashi	Binger	Where is she?						
20	Tadashi	Ninjaroth	I’ll never tell-						
20	Tadashi	Binger	Tell me now! I’m getting hungry. And you wouldn’t like me when I’m hungry!						
20	Tadashi	Ninjaroth	Through here…						
20	Tadashi	Binger	Thanks.						
20	Tadashi	Tadashi	Thank you, Binger! I never would have guessed that it was your organisation that took her in the first place.						
20	Tadashi	Tadashi	Take it, there’s going to be a lot of changes at Ninjas R Us now. Hopefully the $1million will help with that. But if there’s anything else I can do to help, let me know!						
20	Tadashi	Binger	Got any food? I wasted my last rice ball!						
